ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
005 AA2.01,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.01,(005AA2.01) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): In-core NIS,3.4,3.6,active
005 AA2.02,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.02,(005AA2.02) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): Rod speed,2.3,2.9,active
005 AA2.03,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.03,DELETED,0,0,deleted
005 AA2.04,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.04,(005AA2.04) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): ITM,3.3,3.1,active
005 AA2.05,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.05,(005AA2.05) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): Ex-core NIS,3.8,3.9,active
005 AA2.06,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.06,(005AA2.06) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): Axial flux difference and/or quadrant power tilt ratio,3.8,4,active
005 AA2.07,ape,005,(APE 5) Inoperable/Stuck Control Rod,AA2.07,(005AA2.07) Ability to determine and/or interpret the following as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 43.5 / 45.13): RPI,3.7,3.7,active
005 AK1.01,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.01,(005AK1.01) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Axial power imbalance,4,4,active
005 AK1.02,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.02,(005AK1.02) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Quadrant power tilt,4,4,active
005 AK1.03,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.03,(005AK1.03) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Xenon transient,3.7,3.7,active
005 AK1.04,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.04,"(005AK1.04) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Neutron error, power demand, and/or actual power tracking mode (BW)",3.7,3.7,active
005 AK1.05,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.05,(005AK1.05) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): SDM,4,4,active
005 AK1.06,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.06,"(005AK1.06) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Bases for power limit, for rod misalignment",3.8,3.8,active
005 AK1.07,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK1.07,(005AK1.07) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.8 / 41.10 / 45.3): Reactor cutback (CE),3.8,3.8,active
005 AK2.01,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.01,DELETED,0,0,deleted
005 AK2.02,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.02,DELETED,0,0,deleted
005 AK2.03,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.03,(005AK2.03) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): Metroscope,3.1,3.1,active
005 AK2.04,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.04,DELETED,0,0,deleted
005 AK2.05,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.05,(005AK2.05) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): CRDS,3.7,3.7,active
005 AK2.06,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.06,(005AK2.06) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): RPI,3.8,3.8,active
005 AK2.07,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.07,(005AK2.07) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): NIS,3.9,3.9,active
005 AK2.08,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.08,(005AK2.08) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): CVCS,2.8,2.8,active
005 AK2.09,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK2.09,(005AK2.09) Knowledge of the relationship between (APE 5) INOPERABLE/STUCK Control Rod and the following systems or components (CFR: 41.7 / 45.7): MT/G,2.9,2.9,active
005 AK3.01,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.01,(005AK3.01) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Boration and/or emergency boration in the event of a stuck rod during trip or normal evolutions,4.1,4.1,active
005 AK3.02,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.02,(005AK3.02) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Rod insertion limits,3.9,3.9,active
005 AK3.03,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.03,(005AK3.03) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Rod mismatch,3.7,3.7,active
005 AK3.04,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.04,(005AK3.04) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Inoperable rods,3.9,3.9,active
005 AK3.05,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.05,(005AK3.05) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Power limits on rod misalignment,3.9,3.9,active
005 AK3.06,ape,005,(APE 5) Inoperable/Stuck Control Rod,AK3.06,(005AK3.06) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 5) INOPERABLE/STUCK Control Rod (CFR: 41.5 / 41.10 / 45.6 / 45.13): Actions contained in procedures for inoperable/stuck control rod,4,4,active
008 AA1.01,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.01,(008AA1.01) Ability to operate and/or monitor the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR:  41.7 / 45.5 / 45.6): PZR spray block valve and/or PORV block valve,4,4,active
008 AA1.02,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.02,(008AA1.02) Ability to operate and/or monitor the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR:  41.7 / 45.5 / 45.6): CVCS system to control PZR level/pressure,3.6,3.6,active
008 AA1.03,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.03,DELETED,0,0,deleted
008 AA1.04,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.04,DELETED,0,0,deleted
008 AA1.05,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.05,(008AA1.05) Ability to operate and/or monitor the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR:  41.7 / 45.5 / 45.6): ECCS,4,4,active
008 AA1.06,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.06,(008AA1.06) Ability to operate and/or monitor the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR:  41.7 / 45.5 / 45.6): PZR LCS,3.5,3.5,active
008 AA1.07,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.07,DELETED,0,0,deleted
008 AA1.08,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA1.08,DELETED,0,0,deleted
008 AA2.01,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.01,(008AA2.01) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): RCS pressure and temperature,4,4.1,active
008 AA2.02,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.02,(008AA2.02) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PZR spray valve position,3,3.6,active
008 AA2.03,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.03,(008AA2.03) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PZR PORV and/or safety valve position,3.5,4,active
008 AA2.04,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.04,(008AA2.04) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): Tailpipe temperature,4,4.1,active
008 AA2.05,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.05,(008AA2.05) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PORV block valve position,3.5,3.9,active
008 AA2.06,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.06,(008AA2.06) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PORV logic control under low-pressure conditions,3,3.4,active
008 AA2.07,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.07,DELETED,0,0,deleted
008 AA2.08,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.08,DELETED,0,0,deleted
008 AA2.09,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.09,DELETED,0,0,deleted
008 AA2.10,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.10,DELETED,0,0,deleted
008 AA2.11,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.11,DELETED,0,0,deleted
008 AA2.12,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.12,(008AA2.12) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PZR level,3.5,3.8,active
008 AA2.13,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.13,DELETED,0,0,deleted
008 AA2.14,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.14,(008AA2.14) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): Subcooling,4,3.9,active
008 AA2.15,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.15,(008AA2.15) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): ECCS status,3.5,3.9,active
008 AA2.16,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.16,(008AA2.16) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): RCS in-core thermocouples,3,3.6,active
008 AA2.17,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.17,DELETED,0,0,deleted
008 AA2.18,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.18,DELETED,0,0,deleted
008 AA2.19,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.19,DELETED,0,0,deleted
008 AA2.20,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.20,(008AA2.20) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): The effect of an open PORV or code safety based on observation of plant parameters,3,4,active
008 AA2.21,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.21,DELETED,0,0,deleted
008 AA2.22,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.22,DELETED,0,0,deleted
008 AA2.23,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.23,(008AA2.23) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): Controlling CVCS for maintaining RCS inventory,2.5,3.8,active
008 AA2.24,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.24,DELETED,0,0,deleted
008 AA2.25,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.25,DELETED,0,0,deleted
008 AA2.26,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.26,DELETED,0,0,deleted
008 AA2.27,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.27,(008AA2.27) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PZR pressure and/or level due to sensing line leakage,3.5,3.6,active
008 AA2.28,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.28,DELETED,0,0,deleted
008 AA2.29,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.29,DELETED,0,0,deleted
008 AA2.30,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.30,DELETED,0,0,deleted
008 AA2.31,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.31,(008AA2.31) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): Reseating of code safety and PORV,3.5,3.5,active
008 AA2.32,ape,008,(APE 8) Pressurizer Vapor Space Accident,AA2.32,"(008AA2.32) Ability to determine and/or interpret the following as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 43.5 / 45.13): PRT/quench tank level, pressure, and temperature",3.5,3.5,active
008 AK1.01,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.01,(008AK1.01) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Thermodynamics and flow characteristics of open or leaking PZR PORV or safety valves,4.1,4.1,active
008 AK1.02,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.02,DELETED,0,0,deleted
008 AK1.03,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.03,(008AK1.03) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Consequences due to a PZR vapor space leak,4,4,active
008 AK1.04,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.04,(008AK1.04) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Expected RCS response from an open PORV or code safety,4.1,4.1,active
008 AK1.05,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.05,(008AK1.05) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Probable PZR steam space leakage paths other than PORV or code safety,3.6,3.6,active
008 AK1.06,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.06,(008AK1.06) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Effects on indicated PZR pressure and/or level of sensing line leakage,3.7,3.7,active
008 AK1.07,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK1.07,(008AK1.07) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.8 / 41.10 / 45.3): Why PZR level may come back on scale if RCS is saturated,3.7,3.7,active
008 AK2.01,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.01,DELETED,0,0,deleted
008 AK2.02,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.02,DELETED,0,0,deleted
008 AK2.03,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.03,DELETED,0,0,deleted
008 AK2.04,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.04,DELETED,0,0,deleted
008 AK2.05,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.05,(008AK2.05) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): RCS,3.9,3.9,active
008 AK2.06,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.06,(008AK2.06) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): CVCS,3.3,3.3,active
008 AK2.07,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.07,(008AK2.07) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): PZR LCS,3.6,3.6,active
008 AK2.08,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.08,(008AK2.08) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): PZR PCS,3.8,3.8,active
008 AK2.09,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.09,(008AK2.09) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): PRT/quench tank,3.8,3.8,active
008 AK2.10,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.10,(008AK2.10) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): PZR PORVs,4,4,active
008 AK2.11,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.11,(008AK2.11) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): PZR safeties,4,4,active
008 AK2.12,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK2.12,(008AK2.12) Knowledge of the relationship between (APE 8) PRESSURIZER VAPOR Space Accident and the following systems or components (CFR: 41.7 / 45.7): SPDS,3.5,3.5,active
008 AK3.01,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK3.01,DELETED,0,0,deleted
008 AK3.02,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK3.02,DELETED,0,0,deleted
008 AK3.03,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK3.03,(008AK3.03) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.5 / 41.10 / 45.6 / 45.13): Actions contained in EOPs/AOPs for a PZR vapor space accident or LOCA,4.1,4.1,active
008 AK3.04,ape,008,(APE 8) Pressurizer Vapor Space Accident,AK3.04,(008AK3.04) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 8) PRESSURIZER VAPOR Space Accident (CFR: 41.5 / 41.10 / 45.6 / 45.13): RCP tripping requirements,3.5,3.5,active
